id,TryStartLine,TryEndLine,TryLOC,CatchStartLine,CatchEndLine,CatchLOC,CatchStart,CatchLength,MethodStartLine,MethodEndLine,MethodLOC,Binded,RecoveredBinding,Kind,Line,LOC,Start,Length,NumExceptions,ThrowsException,ThrowsKitchenSink,ExceptionType,FilePath,StartLine
91,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,5,2487,145,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",80
92,0,0,0,0,0,0,0,0,0,0,0,1,0,1,85,5,2635,141,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",85
93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,90,11,2779,384,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",90
94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120,6,3903,278,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",120
95,0,0,0,0,0,0,0,0,0,0,0,1,0,1,126,5,4184,154,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",126
96,0,0,0,0,0,0,0,0,0,0,0,1,0,1,131,5,4341,144,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",131
97,0,0,0,0,0,0,0,0,0,0,0,1,0,1,136,5,4488,167,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",136
98,0,0,0,0,0,0,0,0,0,0,0,1,0,1,141,5,4658,199,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",141
99,0,0,0,0,0,0,0,0,0,0,0,1,0,1,146,5,4860,138,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",146
100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,151,5,5001,154,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventHandler.java",151
101,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95,61,3329,1854,2,0,1,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxEventXMLReader.java",95
102,0,0,0,0,0,0,0,0,0,0,0,1,0,1,48,5,1337,122,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxStreamHandler.java",48
103,0,0,0,0,0,0,0,0,0,0,0,1,0,1,53,5,1462,118,1,0,0,"javax.xml.stream.XMLStreamException","C:\Users\pavan\Downloads\spring-framework-master\spring-core\src\main\java\org\springframework\util\xml\StaxStreamHandler.java",53
